Рег. №,Статус,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Председател,Секретар,E-mail,Телефон,Факс,линк,Връзка към сайт библиотеки,Информационна карта,Информационна карта 2016,Информационна карта 2017,Информационна карта 2018,Информационна карта 2019,Информационна карта 2020,Информационна карта 2021,Информационна карта 2022
319,Действащо,Христо Ботев-1872,ШУМЕН,НОВИ ПАЗАР,ГРАД НОВИ ПАЗАР,"Патриарх Евтимий 1, п.к.9900",000923169,Емил Христов Мирчев,Наталия Неделчева,npazar_chitalishte@abv.bg,0537 /233 77 0888561366  0878830058,-,https://chitalishta.com/index.php?act=community&do=detail&id=286&reg_num=319,http://bibliobg.com/index.php?act=community&do=detail&hash=182997859444e55d9bf08222793a296c6b13e8c5,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=51254,https://chitalishta.com/index.php?act=community&do=detail1&id=71679,https://chitalishta.com/index.php?act=community&do=detail1&id=82637,https://chitalishta.com/index.php?act=community&do=detail1&id=97700,
320,Действащо,Родолюбие -1873 г.-Асеновград,ПЛОВДИВ,АСЕНОВГРАД,ГРАД АСЕНОВГРАД,"пл.“Акад. Н.Хайтов” 4, п.к.4230",000455674,Мариана Димитрова Дафчева,Дафинка Христова Комитова,daficom@abv.bg,0331/62586,-,https://chitalishta.com/index.php?act=community&do=detail&id=287&reg_num=320,http://bibliobg.com/index.php?act=community&do=detail&hash=57d91e2b184e097b290f35d8fc1ef0fe53d41fbd,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=57680,,https://chitalishta.com/index.php?act=community&do=detail1&id=75862,https://chitalishta.com/index.php?act=community&do=detail1&id=94283,
321,Действащо,"Христо Ботев -1928г. гр.Асеновград,кв. Долни Воден",ПЛОВДИВ,АСЕНОВГРАД,ГРАД АСЕНОВГРАД,"Крайречна 38, кв. Долни воден, п.к.4250",000456281,Ангел Тодоров Колевски,Христина Кирилова Любомирова,chit.hr.botev@abv.bg,,-,https://chitalishta.com/index.php?act=community&do=detail&id=288&reg_num=321,http://bibliobg.com/index.php?act=community&do=detail&hash=d1923828cf22ef5248731badd5741b2059017b71,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=53785,https://chitalishta.com/index.php?act=community&do=detail1&id=75475,https://chitalishta.com/index.php?act=community&do=detail1&id=88107,https://chitalishta.com/index.php?act=community&do=detail1&id=100116,
322,Действащо,Христо Ботев -1919 г. с.Избеглии,ПЛОВДИВ,АСЕНОВГРАД,СЕЛО ИЗБЕГЛИИ,п.к.4269,000456751,Бисерка Здравкова Лисова,Мариана Атанасова Илиева,hristo.botev_izbeglii@abv.bg,0889067488,-,https://chitalishta.com/index.php?act=community&do=detail&id=289&reg_num=322,http://bibliobg.com/index.php?act=community&do=detail&hash=955e396fae7b538b825d1e2a4044bca7a804bcc4,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=60105,,https://chitalishta.com/index.php?act=community&do=detail1&id=87790,,
323,Действащо,Възродена Искра-2000,СТАРА ЗАГОРА,КАЗАНЛЪК,ГРАД КАЗАНЛЪК,"Георги Бенковски  11, п.к.6100",123540704,Николай Цонев Александров,Марияна Вълчанова Янкова,vazrodena.iskra@gmail.com,0431/75157 ; 0885141434,-,https://chitalishta.com/index.php?act=community&do=detail&id=290&reg_num=323,http://bibliobg.com/index.php?act=community&do=detail&hash=f59de09c05322d6a04e62cdcb110441458306584,,https://chitalishta.com/index.php?act=community&do=detail1&id=35880,,,https://chitalishta.com/index.php?act=community&do=detail1&id=73168,https://chitalishta.com/index.php?act=community&do=detail1&id=88855,https://chitalishta.com/index.php?act=community&do=detail1&id=102138,
324,Действащо,Еленко Ценов-1896 г.,МОНТАНА,МОНТАНА,СЕЛО ГОРНО ЦЕРОВЕНЕ,"Главна 28, п.к.3487",111031806,Ваня Георгиева Панталеева,Антоанета Евстатиева Тодорова,elenkocenov1896@abv.bg,0888727714,-,https://chitalishta.com/index.php?act=community&do=detail&id=291&reg_num=324,http://bibliobg.com/index.php?act=community&do=detail&hash=11e0dcc2905670e15c38b35c26c9eb7c9e4d0ca1,,,https://chitalishta.com/index.php?act=community&do=detail1&id=45912,,https://chitalishta.com/index.php?act=community&do=detail1&id=72389,https://chitalishta.com/index.php?act=community&do=detail1&id=79872,https://chitalishta.com/index.php?act=community&do=detail1&id=91953,https://chitalishta.com/index.php?act=community&do=detail1&id=108981
325,Действащо,Пробуда -1997,ПЛЕВЕН,ПЛЕВЕН,СЕЛО ДИСЕВИЦА,9-ти септември 17 п.к. 5886,114120142,Цветан Генков Петков,Пенка Петрова Иванова,probuda.disevica@abv.bg,063573/778; 0882997958,-,https://chitalishta.com/index.php?act=community&do=detail&id=292&reg_num=325,http://bibliobg.com/index.php?act=community&do=detail&hash=48ae089b4d57285377d18d81f282624744b67574,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=57808,https://chitalishta.com/index.php?act=community&do=detail1&id=68050,https://chitalishta.com/index.php?act=community&do=detail1&id=88299,https://chitalishta.com/index.php?act=community&do=detail1&id=91500,https://chitalishta.com/index.php?act=community&do=detail1&id=105391
326,Действащо,Христо Ботев - с.Добромирци -1952,КЪРДЖАЛИ,КИРКОВО,СЕЛО ДОБРОМИРЦИ,п.к. 6861,108078436,Селвер Иса Кючюкали,Евелина Данчова Халил,evazlato@abv.bg,03676/20-05 - кметство,,https://chitalishta.com/index.php?act=community&do=detail&id=293&reg_num=326,http://bibliobg.com/index.php?act=community&do=detail&hash=a4f7d2679cac3534dc666cb0d43ed5fd76b9dd6a,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=58353,https://chitalishta.com/index.php?act=community&do=detail1&id=69433,https://chitalishta.com/index.php?act=community&do=detail1&id=84019,https://chitalishta.com/index.php?act=community&do=detail1&id=94071,
327,Действащо,Никола Йонков Вапцаров 1927,МОНТАНА,ВЪЛЧЕДРЪМ,СЕЛО ДОЛНИ ЦИБЪР,"Първа 4, п.к.3642",000314054,Генчо Йонков Димитров,Вася Боянов Асенов,chitalishte_dcibar@abv.bg,0899654050,-,https://chitalishta.com/index.php?act=community&do=detail&id=294&reg_num=327,http://bibliobg.com/index.php?act=community&do=detail&hash=d1eb9ad11fc225193d606497ee22da342e575270,,,https://chitalishta.com/index.php?act=community&do=detail1&id=44952,,https://chitalishta.com/index.php?act=community&do=detail1&id=75574,https://chitalishta.com/index.php?act=community&do=detail1&id=87977,https://chitalishta.com/index.php?act=community&do=detail1&id=100589,
328,Действащо,Христо Ботев-1919,СОФИЯ,ГОРНА МАЛИНА,СЕЛО ДОЛНО КАМАРЦИ,п.к.2137,000761436,Петра Георгиева Горанова,Мария Георгиева Лесова,mariq_georgieva_dk@abv.bg,"071503/457, 0885742175",-,https://chitalishta.com/index.php?act=community&do=detail&id=295&reg_num=328,http://bibliobg.com/index.php?act=community&do=detail&hash=cc32fa29320d21955d36ec96a938abd512747057,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=56157,https://chitalishta.com/index.php?act=community&do=detail1&id=74668,https://chitalishta.com/index.php?act=community&do=detail1&id=77877,https://chitalishta.com/index.php?act=community&do=detail1&id=90070,https://chitalishta.com/index.php?act=community&do=detail1&id=103227
329,Действащо,Мехмед Джон - 1956 г.,СИЛИСТРА,ГЛАВИНИЦА,СЕЛО ЗАРИЦА,"„Първа” 9, п.к.7689",000561154,Айсун Бейхан Садулла,Шенай Шефкет Рамадан,shenay_77@abv.bg,0886927149,-,https://chitalishta.com/index.php?act=community&do=detail&id=296&reg_num=329,http://bibliobg.com/index.php?act=community&do=detail&hash=1ae5d42ef736dc11f82f75a47d35af30adcc1af3,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=65869,https://chitalishta.com/index.php?act=community&do=detail1&id=83424,https://chitalishta.com/index.php?act=community&do=detail1&id=97706,https://chitalishta.com/index.php?act=community&do=detail1&id=110831
330,Действащо,Пробуда 1914,ХАСКОВО,ИВАЙЛОВГРАД,ГРАД ИВАЙЛОВГРАД,"Орфей 1, с 6 клона: в кв.Лъджа, Ивайловград, с. Свирачи, с. Славеево, с. Плевун, с. Кондово и с. Железино п.к. 6570,",108046207,Диана Димитрова Овчарова,Елена Бойназлиева,chitalishtelibrary_ivg@abv.bg,03661/6051; 0883409300,-,https://chitalishta.com/index.php?act=community&do=detail&id=297&reg_num=330,http://bibliobg.com/index.php?act=community&do=detail&hash=f82519ecf032fe2e5d6d7bb444505755efbfb5b0,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=53976,https://chitalishta.com/index.php?act=community&do=detail1&id=69585,https://chitalishta.com/index.php?act=community&do=detail1&id=83620,https://chitalishta.com/index.php?act=community&do=detail1&id=100445,
331,Действащо,Пробуда -1930,ШУМЕН,ВЕНЕЦ,СЕЛО ИЗГРЕВ,"19-ти май  2, п.к.9754",000923856,Ружди Реджеб Осман,Халисе Али Мюстеджеб,probuda_izgrev@abv.bg,053435 / 215; 0887303341,-,https://chitalishta.com/index.php?act=community&do=detail&id=298&reg_num=331,http://bibliobg.com/index.php?act=community&do=detail&hash=b5cacc276619269ae90f1c1490b2a988e35b512d,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=68379,https://chitalishta.com/index.php?act=community&do=detail1&id=82325,https://chitalishta.com/index.php?act=community&do=detail1&id=95235,https://chitalishta.com/index.php?act=community&do=detail1&id=109586
332,Действащо,Светлина-1943,СИЛИСТРА,ГЛАВИНИЦА,СЕЛО КАЛУГЕРЕНЕ,"”Първа” 27,  п.к.7631",000559883,Ертан Исмет Рафи,Бахисе  Кадир Али,svetlina_43@abv.bg,0885016571;0887296999,-,https://chitalishta.com/index.php?act=community&do=detail&id=299&reg_num=332,http://bibliobg.com/index.php?act=community&do=detail&hash=68f535e0cb4474a89acd0d28648143259a13acdb,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=53916,https://chitalishta.com/index.php?act=community&do=detail1&id=68342,https://chitalishta.com/index.php?act=community&do=detail1&id=87292,https://chitalishta.com/index.php?act=community&do=detail1&id=100713,
333,Действащо,Зора 1903 г.,СТАРА ЗАГОРА,ПАВЕЛ БАНЯ,СЕЛО ТЪРНИЧЕНИ,"Кунчо Кунчев  1, п.к.6158",000804663,Венета Иванова Кочанова,Стефка Иванова Михалева,stefito.mihaleva@abv.bg,04133/2241; Моб.тел.:0895 323 225,-,https://chitalishta.com/index.php?act=community&do=detail&id=300&reg_num=333,http://bibliobg.com/index.php?act=community&do=detail&hash=a5b703561a4737cabca360b3aa05c862bcb0cace,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=65344,https://chitalishta.com/index.php?act=community&do=detail1&id=82587,https://chitalishta.com/index.php?act=community&do=detail1&id=91852,https://chitalishta.com/index.php?act=community&do=detail1&id=106178
334,Действащо,Христо Ботев-1945г. -с. Нареченски бани,ПЛОВДИВ,АСЕНОВГРАД,СЕЛО НАРЕЧЕНСКИ БАНИ,"Христо Ботев 1, п.к.4239",000609357,Елена Стоянова Стоева,Недка Георгиева Герчева,nedka_gercheva@abv.bg,-,-,https://chitalishta.com/index.php?act=community&do=detail&id=301&reg_num=334,http://bibliobg.com/index.php?act=community&do=detail&hash=055e5992a7892be4c6cf2154baa10dbfb2e43b37,,,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=98032,
335,Действащо,Христо Ботев -1928 г.-с. Новаково,ПЛОВДИВ,АСЕНОВГРАД,СЕЛО НОВАКОВО,"“Христо Ботев” 12, п.к.4262",000457853,Вили Иванова Атанасова,Спаска Георгиева Калоферова,kaloferova_spaska86@abv.bg,0897254928,-,https://chitalishta.com/index.php?act=community&do=detail&id=302&reg_num=335,http://bibliobg.com/index.php?act=community&do=detail&hash=d5e62681bc4c389423a8692389705458472edc80,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=59702,,https://chitalishta.com/index.php?act=community&do=detail1&id=84053,https://chitalishta.com/index.php?act=community&do=detail1&id=98345,
336,Действащо,Пробуда 1930г. с. Стоево,ПЛОВДИВ,АСЕНОВГРАД,СЕЛО СТОЕВО,"Демокрация, п.к.4266",000456670,Севгинар Мурад Кьосебекир,Халиме Юксел Метух,probuda_1930@abv.bg,-,-,https://chitalishta.com/index.php?act=community&do=detail&id=303&reg_num=336,http://bibliobg.com/index.php?act=community&do=detail&hash=481fdb001a2b1d37a1e98a39b0e10996b2c44a1b,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=60275,,https://chitalishta.com/index.php?act=community&do=detail1&id=88159,https://chitalishta.com/index.php?act=community&do=detail1&id=97517,
337,Действащо,Христо Ботев-1926г.  с.Червен,ПЛОВДИВ,АСЕНОВГРАД,СЕЛО ЧЕРВЕН,"“Тракия” 36А, п.к.4252",000457312,Ганка Николова Георгиева,Величка Атанасова,asen.vik4i@abv.bg,0893 77 25 22,-,https://chitalishta.com/index.php?act=community&do=detail&id=304&reg_num=337,http://bibliobg.com/index.php?act=community&do=detail&hash=c5699e68f76246599580a34c8850623426ef855d,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=60254,https://chitalishta.com/index.php?act=community&do=detail1&id=71908,https://chitalishta.com/index.php?act=community&do=detail1&id=83496,https://chitalishta.com/index.php?act=community&do=detail1&id=97241,
338,Действащо,Христо Смирненски-1946,ПЕРНИК,ЗЕМЕН,СЕЛО ГОРНА ВРАБЧА,п.к. 2439,000379753,Митко Иванов Сотиров,Красимира Борисова Илиева,smirnenski1946@abv.bg,0887503389 - на председателя,няма,https://chitalishta.com/index.php?act=community&do=detail&id=305&reg_num=338,http://bibliobg.com/index.php?act=community&do=detail&hash=7407acefaa2bbd883d75c375be46b6b9a4c63875,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=58057,https://chitalishta.com/index.php?act=community&do=detail1&id=73409,https://chitalishta.com/index.php?act=community&do=detail1&id=84637,https://chitalishta.com/index.php?act=community&do=detail1&id=98457,
